n	R	alpha	T
489	12.0287	0.75	0
2	1.2509663426185098e+00	4.6124801198020577e+01
250	2.1808757358201167e+00	3.1230628372170031e+02
98	4.3296692771514058e+00	2.7818609160371125e+02
443	4.3916491346562614e+00	1.0104652494192123e+02
487	5.8321283529311536e+00	3.2209077911451459e+02
441	5.9663893820903597e+00	2.1917271198704839e+02
106	6.5199553009748499e+00	9.6840377887710929e+01
219	6.4516331883141236e+00	1.6995003322139382e+02
38	6.7104750853272916e+00	1.2301671607419848e+01
50	6.7859231208770305e+00	3.0104281911626458e+01
149	6.2169093200387406e+00	4.6717060608789325e+01
216	6.9251348145304545e+00	1.6543630108237267e+02
165	6.7310348845864985e+00	2.3440340353175995e+02
196	6.3549374842409669e+00	1.5365190379321575e+02
393	7.2536563762717705e+00	7.3322758264839649e+01
122	7.2867811500367070e+00	1.8353170014917850e+02
133	6.7360629866282045e+00	2.9267818978987634e+02
335	6.9735956365265883e+00	1.1171802174299955e+02
120	6.8203713627709668e+00	1.4267278376966715e+02
236	6.4958323293122682e+00	3.4301920479163527e+02
422	6.7136634022611963e+00	2.4480689266696575e+02
14	7.2431569563571783e+00	1.9238900659605858e+02
349	7.5513164341311940e+00	2.1072931674309075e+02
371	7.1855113095166558e+00	1.9221636001020670e+02
475	7.4048207805883228e+00	1.1000578106380999e+02
478	7.2383042289362463e+00	5.1819424638524659e+01
121	7.1851292679885796e+00	3.8651510998606682e+01
402	7.4623037512026036e+00	2.0311514829285443e+02
374	7.3811289283293817e+00	1.1309274916537106e+02
426	7.2621201430803914e+00	3.4513196540996432e+02
27	7.7128487758672177e+00	9.8297991855069981e+01
144	7.8874248600002721e+00	3.2990755434148014e+02
183	8.4198465352070446e+00	1.2832692548632622e+02
64	8.0392322416320621e+00	2.7557463859207928e+02
246	8.1403766538745082e+00	5.7142727170139551e+00
423	8.4236051824870781e+00	2.1022552379406989e+02
437	7.6434230129484577e+00	2.3532831201329827e+02
388	8.2127416331491787e+00	3.1674711769446731e+02
55	8.1268462077703258e+00	2.0372833027504387e+02
114	8.4090949554780554e+00	8.2930609490722432e+01
150	8.5242272488151016e+00	1.0596940987743437e+02
295	8.4528366369568424e+00	2.7822615508921444e+02
344	8.9446399907860634e+00	1.7034562435001135e+01
142	8.2806736313482094e+00	5.5201854240149267e+01
44	9.0036938569561755e+00	2.6411102721467614e+01
166	8.4876882995498182e+00	1.4286060696467757e+01
178	8.4158141531803636e+00	2.7512698050588369e+02
222	9.3207040951288818e+00	3.1884834992699325e+02
323	8.9873734405758103e+00	3.2058616261929274e+02
361	9.4374476976849682e+00	1.2944170947186649e+02
408	8.6890073819627336e+00	1.6451204664073884e+02
71	9.3849441056983345e+00	1.6127286585979164e+02
72	9.4022740329516417e+00	3.2116891267709434e+02
90	9.1444480332369036e+00	2.8330253060907125e+02
141	9.3750370812324260e+00	1.3028560183010995e+02
145	9.0575907645519749e+00	2.8150504656136036e+02
372	9.5902110253408939e+00	2.0782060079276562e+02
425	9.1280672463202706e+00	1.2996628945693374e+02
460	9.1979858472930527e+00	3.2017490940168500e+02
60	8.9921546907531162e+00	1.9204145743511617e+02
128	9.2495122932794462e+00	8.4104109965264797e+01
191	8.4083080080541510e+00	2.6208419049158692e+02
212	9.6982678736738333e+00	1.2764780416153371e+02
297	8.6585095961759908e+00	8.5755929443985224e+01
332	1.0023331804535106e+01	1.7388004325330257e+01
379	9.8061546668598680e+00	3.0290762233547866e+02
421	8.6376600878024927e+00	2.1725807307288053e+02
18	9.4128456531627283e+00	3.3808600617572665e+02
75	9.6307497816537779e+00	2.3482759614475071e+02
143	9.2188348288670046e+00	3.3738851733505732e+02
160	1.0126031902093274e+01	1.0752488742582501e+02
164	9.5599578432876609e+00	2.7336556772701442e+02
284	1.0193803766006557e+01	1.0756808063015342e+02
299	9.7556256626394973e+00	1.0123808093369009e+02
313	9.0989849705972503e+00	1.5869819590821862e+02
472	1.0914899552514241e+01	1.6141172004863620e+01
480	1.0534826373034699e+01	3.1929136552847922e+02
19	9.8713478728303432e+00	2.8022012477740645e+02
26	8.7460256230636233e+00	2.9865721128880978e+02
49	9.3108303014784290e+00	1.8892777788452804e+02
53	1.0261616971863658e+01	1.0761483991518617e+02
65	1.1197205966651383e+01	1.6324461009353399e+01
95	1.0110273935288165e+01	2.7465122418478131e+02
153	9.9057997926120702e+00	2.6628839252516627e+01
304	9.5949855496845711e+00	1.8802316450513902e+02
326	9.5245109035133062e+00	7.2075238293036819e+01
369	9.3649787598317591e+00	1.6493431619368494e+02
370	1.0651058702879853e+01	3.1943089907057583e+02
383	9.9098093535906120e+00	9.9304523896425962e+01
410	9.0763274255667863e+00	2.9376270194537938e+02
448	9.4609960432754789e+00	2.8000394543632865e+01
450	9.7990403097950445e+00	3.0160939235240221e+02
4	9.4719038658464694e+00	8.4992031455039978e+01
5	8.8554489240457546e+00	1.4276906141079962e+02
6	9.7892713868432253e+00	1.3964786647818985e+02
30	8.9392874753485465e+00	2.1350358604453504e+02
42	1.0334330575227247e+01	1.6060842024162412e+02
83	1.0625314182757068e+01	2.7476390060037374e+02
100	1.0537501113920367e+01	2.0830821549519897e+02
156	9.8532636109731566e+00	3.3793621125631029e+02
181	9.9501297922597018e+00	3.4350927975028753e+01
184	1.0235111011267499e+01	3.4310812186449766e+01
213	9.2724220402938808e+00	2.8267189012840394e+01
406	1.0019629384461481e+01	1.8206143948249519e+02
420	9.4413254622274234e+00	2.6472733019851148e+02
449	9.5679041779855840e+00	2.2150952347554264e+02
499	1.0057973964119652e+01	4.6010521072894342e+01
7	1.0612506827145475e+01	2.4110857453197244e+02
12	9.9133707886583302e+00	1.5964304175227880e+02
84	1.0283416377256977e+01	1.2835141807794571e+02
119	9.2505583316190556e+00	6.2020208509638906e+01
135	1.0087302976949172e+01	2.5826097671873868e+02
180	1.1412223713911203e+01	2.6733036283403635e+01
186	9.8395982119048515e+00	3.3516465425491333e+02
214	9.3615469202938630e+00	2.4954667132347822e+02
233	1.0359155082630023e+01	4.5549416989088058e+01
247	1.0873071208776741e+01	1.7895965427160263e+01
312	1.0218650981503934e+01	7.8725845199078321e+01
317	9.9375265139224691e+00	1.8196701508015394e+02
318	1.0170733842271536e+01	2.4233302046544850e+02
385	1.0244585004889169e+01	2.3283140910789368e+02
390	9.9614002651565698e+00	2.6099284356459975e+02
409	1.0899525840832021e+01	1.3005889641121030e+02
411	1.1420808757476541e+01	1.6492146765813231e+01
439	9.2651531640271987e+00	2.5887216967530549e+02
458	1.0180456936392341e+01	2.3006123067811131e+02
462	9.4722346868753480e+00	3.0520439296960831e+02
463	1.0255335657911287e+01	2.3318058771081272e+02
481	1.1826843116263651e+01	3.1926309278234839e+02
10	1.0869898779968713e+01	1.1277846467681231e+02
16	1.0863878046852603e+01	1.6459373130463064e+02
22	1.0482454458317097e+01	3.3408291684463620e+01
31	1.0875966456796222e+01	2.4179547300562263e+02
41	1.1641946887047801e+01	1.0745830745436251e+02
77	1.0620982318011857e+01	2.0556308235973120e+02
89	1.1395136254066536e+01	2.6565123964101076e+01
92	1.0964136013164277e+01	1.2791173076257110e+02
97	1.1288006375225770e+01	1.0848978018388151e+02
110	9.6858475423484318e+00	1.7009101490490139e+02
111	9.3816584039386655e+00	2.6739533775486052e+02
129	1.0328330267705795e+01	3.2960318522527821e+01
151	1.1984329118456754e+01	1.2989331174641848e+02
168	1.1361779678090784e+01	2.7452632955275476e+02
177	1.0258467394770239e+01	4.7616218877956271e+01
197	1.0095213819361224e+01	2.6228066280484200e+02
220	9.7153083950295454e+00	3.7940850080922246e+01
235	1.1345815722773002e+01	1.1289989892393351e+02
260	1.1645249568683646e+01	2.6900601424276829e+01
267	1.0966981784029635e+01	1.2953382985666394e+02
276	9.8744929486648854e+00	9.8604116979986429e+01
278	1.0603940827198061e+01	7.9151867330074296e+01
289	1.1614909996764169e+01	1.5938027026131751e+01
352	1.0231951414065509e+01	1.1295193729922175e+02
355	1.0611491359464168e+01	2.8041200707666576e+02
424	1.0989576842725603e+01	2.0646755240857601e+02
457	1.0810349113543529e+01	2.0654348608106375e+02
459	9.6942395479910335e+00	1.7629185936413705e+02
469	1.0486879938595996e+01	2.7803351984359324e+02
495	1.1934607863985560e+01	3.1913981418125331e+02
8	1.0796629288861736e+01	3.3679406614042819e+02
35	1.0491315303043333e+01	5.1163247851654887e+01
47	1.0395469023043036e+01	3.2521326167508960e+02
63	1.0853859854173209e+01	1.9461618304252625e+02
76	1.1928367165921303e+01	1.3005396843887866e+02
86	1.0897884389912605e+01	3.1728305842727423e+02
101	1.1175042608299139e+01	3.2428783737123013e+00
104	1.1900816455023181e+01	2.7525332537479699e+02
123	1.0160910268546328e+01	3.6768683670088649e+01
127	1.1799488625720100e+01	1.0019478335045279e+02
146	1.0045107452063833e+01	2.2187841941602525e+02
152	1.1274981775554176e+01	9.8872255152091384e+01
154	1.0193587568968502e+01	5.4769376618787646e+01
